수강번호,학습자ID,이름,부서,직급,회사,강좌ID,강좌명,카테고리,강사명,난이도,등록일,시작일,완료일,학습시간(시간),진행률(%),시험점수,과제점수,참여도,합격여부
E00865,L0079,직원79,개발팀,사원,회사1,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2025-06-16,2025-06-16,2025-06-25,10,100,63.0,96.0,낮음,합격
E00866,L0103,직원103,영업팀,사원,회사2,C017,직장 예절 강좌 17,기본소양,박강사,초급,2025-07-19,2025-07-19,2025-08-03,8,100,67.0,87.0,낮음,합격
E00867,L0151,직원151,영업팀,주임,회사3,C005,기술 강좌 5,리더십,김강사,초급,2026-03-06,2026-03-06,,4,35,,,,
E00868,L0075,직원75,재무팀,주임,회사2,C022,기술 강좌 22,직장 예절,이강사,초급,2025-07-01,2025-07-01,2025-07-17,2,100,95.0,80.0,낮음,합격
E00869,L0172,직원172,마케팅팀,대리,회사1,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2026-04-25,2026-04-25,2026-05-31,2,100,60.0,79.0,높음,합격
E00870,L0134,직원134,영업팀,주임,회사2,C046,기술 강좌 46,기본소양,이강사,초급,2025-10-15,2025-10-15,2025-12-02,4,100,67.0,72.0,보통,합격
E00871,L0172,직원172,마케팅팀,대리,회사1,C008,직장 예절 강좌 8,기본소양,최강사,초급,2025-10-30,2025-10-30,2025-12-22,8,100,85.0,88.0,보통,합격
E00872,L0004,직원4,마케팅팀,대리,회사1,C036,기본소양 강좌 36,언어,박강사,중급,2025-12-04,2025-12-04,2026-01-20,2,100,78.0,73.0,보통,합격
E00873,L0007,직원7,기획팀,부장,회사1,C032,직장 예절 강좌 32,기술,정강사,고급,2025-12-25,2025-12-25,2026-02-09,6,100,99.0,76.0,높음,합격
E00874,L0113,직원113,영업팀,사원,회사2,C036,기본소양 강좌 36,언어,박강사,중급,2026-04-19,2026-04-19,2026-05-20,2,100,69.0,75.0,보통,합격
E00875,L0047,직원47,재무팀,사원,회사2,C038,직무 스킬 강좌 38,언어,한강사,중급,2026-04-29,2026-04-29,,8,16,,,,
E00876,L0033,직원33,기획팀,대리,회사1,C041,직장 예절 강좌 41,언어,한강사,고급,2025-12-26,2025-12-26,2026-01-28,2,100,94.0,86.0,낮음,합격
E00877,L0065,직원65,인사팀,주임,회사3,C046,기술 강좌 46,기본소양,이강사,초급,2026-03-02,2026-03-02,,4,98,,,,
E00878,L0177,직원177,영업팀,과장,회사2,C035,기본소양 강좌 35,직장 예절,한강사,초급,2025-09-04,2025-09-04,2025-09-16,2,100,69.0,78.0,높음,합격
E00879,L0088,직원88,마케팅팀,사원,회사1,C039,언어 강좌 39,언어,박강사,중급,2025-07-12,2025-07-12,,6,83,,,,
E00880,L0057,직원57,인사팀,부장,회사2,C028,직무 스킬 강좌 28,기본소양,한강사,중급,2025-07-30,,,6,0,,,,
E00881,L0054,직원54,재무팀,사원,회사2,C039,언어 강좌 39,언어,박강사,중급,2026-03-19,2026-03-19,,6,12,,,,
E00882,L0085,직원85,마케팅팀,대리,회사1,C046,기술 강좌 46,기본소양,이강사,초급,2025-10-24,2025-10-24,2025-11-15,4,100,87.0,91.0,낮음,합격
E00883,L0176,직원176,기획팀,과장,회사1,C038,직무 스킬 강좌 38,언어,한강사,중급,2025-10-22,2025-10-22,2025-10-30,8,100,81.0,84.0,보통,합격
E00884,L0165,직원165,마케팅팀,과장,회사3,C031,기술 강좌 31,직무 스킬,이강사,중급,2026-02-02,2026-02-02,2026-03-21,12,100,78.0,90.0,보통,합격
E00885,L0148,직원148,재무팀,대리,회사3,C046,기술 강좌 46,기본소양,이강사,초급,2025-06-16,2025-06-16,2025-08-12,4,100,83.0,97.0,낮음,합격
E00886,L0159,직원159,인사팀,과장,회사3,C049,리더십 강좌 49,직장 예절,박강사,중급,2025-12-03,2025-12-03,2026-01-09,6,100,91.0,71.0,보통,합격
E00887,L0123,직원123,영업팀,부장,회사2,C001,언어 강좌 1,언어,한강사,고급,2025-12-27,2025-12-27,2026-01-07,4,100,96.0,70.0,높음,합격
E00888,L0038,직원38,재무팀,과장,회사3,C023,리더십 강좌 23,직장 예절,박강사,중급,2025-12-04,2025-12-04,2026-01-09,10,100,82.0,83.0,낮음,합격
E00889,L0104,직원104,기획팀,대리,회사1,C009,직장 예절 강좌 9,언어,이강사,중급,2026-04-22,2026-04-22,,10,54,,,,
E00890,L0092,직원92,영업팀,사원,회사2,C020,직무 스킬 강좌 20,언어,최강사,중급,2025-08-12,2025-08-12,2025-09-28,2,100,89.0,80.0,높음,불합격
E00891,L0148,직원148,재무팀,대리,회사3,C016,기본소양 강좌 16,리더십,정강사,중급,2026-04-05,2026-04-05,,4,60,,,,
E00892,L0146,직원146,마케팅팀,사원,회사2,C032,직장 예절 강좌 32,기술,정강사,고급,2026-05-16,2026-05-16,,6,33,,,,
E00893,L0186,직원186,인사팀,사원,회사3,C017,직장 예절 강좌 17,기본소양,박강사,초급,2025-07-13,2025-07-13,,8,14,,,,
E00894,L0088,직원88,마케팅팀,사원,회사1,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2026-06-08,2026-06-08,,2,81,,,,
E00895,L0181,직원181,재무팀,과장,회사1,C050,언어 강좌 50,기술,박강사,중급,2025-10-26,2025-10-26,2025-11-01,12,100,64.0,92.0,낮음,합격
E00896,L0163,직원163,기획팀,대리,회사1,C012,기본소양 강좌 12,리더십,김강사,중급,2026-05-24,2026-05-24,,12,65,,,,
E00897,L0130,직원130,인사팀,주임,회사1,C005,기술 강좌 5,리더십,김강사,초급,2026-04-20,2026-04-20,2026-05-31,4,100,98.0,99.0,낮음,합격
E00898,L0165,직원165,마케팅팀,과장,회사3,C011,언어 강좌 11,기본소양,김강사,초급,2025-10-26,2025-10-26,,10,40,,,,
E00899,L0154,직원154,마케팅팀,사원,회사2,C025,기술 강좌 25,기본소양,박강사,중급,2026-01-13,2026-01-13,,12,26,,,,
E00900,L0069,직원69,기획팀,과장,회사3,C031,기술 강좌 31,직무 스킬,이강사,중급,2026-06-08,2026-06-08,,12,19,,,,
E00901,L0077,직원77,인사팀,과장,회사1,C008,직장 예절 강좌 8,기본소양,최강사,초급,2026-01-18,2026-01-18,2026-02-05,8,100,75.0,75.0,낮음,합격
E00902,L0046,직원46,기획팀,대리,회사2,C012,기본소양 강좌 12,리더십,김강사,중급,2026-02-17,2026-02-17,,12,37,,,,
E00903,L0157,직원157,영업팀,부장,회사1,C042,직무 스킬 강좌 42,직무 스킬,김강사,고급,2026-05-13,2026-05-13,,2,14,,,,
E00904,L0102,직원102,기획팀,부장,회사2,C049,리더십 강좌 49,직장 예절,박강사,중급,2025-08-01,2025-08-01,2025-09-14,6,100,66.0,75.0,높음,합격
E00905,L0093,직원93,영업팀,대리,회사2,C017,직장 예절 강좌 17,기본소양,박강사,초급,2025-08-05,2025-08-05,2025-08-11,8,100,60.0,82.0,낮음,합격
E00906,L0122,직원122,기획팀,부장,회사2,C016,기본소양 강좌 16,리더십,정강사,중급,2026-01-12,2026-01-12,2026-01-28,4,100,73.0,94.0,낮음,합격
E00907,L0080,직원80,마케팅팀,대리,회사2,C021,언어 강좌 21,리더십,최강사,중급,2025-10-17,2025-10-17,,12,73,,,,
E00908,L0135,직원135,영업팀,대리,회사3,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2025-07-15,2025-07-15,,10,60,,,,
E00909,L0141,직원141,인사팀,부장,회사1,C024,직무 스킬 강좌 24,언어,한강사,중급,2026-03-11,,,10,0,,,,
E00910,L0124,직원124,마케팅팀,주임,회사3,C040,언어 강좌 40,리더십,김강사,고급,2025-07-17,2025-07-17,2025-08-15,4,100,67.0,70.0,높음,합격
E00911,L0082,직원82,개발팀,대리,회사1,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2025-07-19,,,10,0,,,,
E00912,L0180,직원180,기획팀,사원,회사1,C026,직무 스킬 강좌 26,직장 예절,박강사,고급,2026-03-30,2026-03-30,2026-04-07,10,100,70.0,76.0,낮음,합격
E00913,L0028,직원28,개발팀,사원,회사2,C010,언어 강좌 10,언어,이강사,중급,2026-03-28,2026-03-28,2026-04-26,8,100,95.0,79.0,보통,합격
E00914,L0059,직원59,인사팀,과장,회사2,C006,리더십 강좌 6,기본소양,정강사,초급,2026-06-08,,,4,0,,,,
E00915,L0131,직원131,재무팀,과장,회사2,C033,리더십 강좌 33,리더십,정강사,중급,2025-11-15,2025-11-15,,4,94,,,,
E00916,L0054,직원54,재무팀,사원,회사2,C017,직장 예절 강좌 17,기본소양,박강사,초급,2026-05-24,2026-05-24,,8,81,,,,
E00917,L0029,직원29,영업팀,사원,회사3,C001,언어 강좌 1,언어,한강사,고급,2025-12-09,2025-12-09,,4,92,,,,
E00918,L0071,직원71,개발팀,과장,회사2,C031,기술 강좌 31,직무 스킬,이강사,중급,2026-03-11,2026-03-11,2026-03-18,12,100,99.0,72.0,낮음,합격
E00919,L0004,직원4,마케팅팀,대리,회사1,C036,기본소양 강좌 36,언어,박강사,중급,2025-10-29,2025-10-29,2025-12-02,2,100,69.0,82.0,낮음,합격
E00920,L0142,직원142,재무팀,사원,회사1,C044,기술 강좌 44,언어,김강사,중급,2026-03-03,2026-03-03,,8,91,,,,
E00921,L0027,직원27,개발팀,대리,회사3,C029,직장 예절 강좌 29,리더십,박강사,초급,2025-07-11,,,10,0,,,,
E00922,L0146,직원146,마케팅팀,사원,회사2,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2025-07-01,2025-07-01,2025-08-05,10,100,83.0,92.0,낮음,합격
E00923,L0105,직원105,재무팀,과장,회사1,C040,언어 강좌 40,리더십,김강사,고급,2026-01-22,2026-01-22,,4,82,,,,
E00924,L0182,직원182,재무팀,대리,회사2,C045,기술 강좌 45,언어,한강사,초급,2026-01-17,2026-01-17,,2,22,,,,
E00925,L0034,직원34,영업팀,대리,회사3,C033,리더십 강좌 33,리더십,정강사,중급,2026-04-29,2026-04-29,2026-05-10,4,100,77.0,88.0,보통,합격
E00926,L0151,직원151,영업팀,주임,회사3,C040,언어 강좌 40,리더십,김강사,고급,2026-01-13,2026-01-13,2026-02-14,4,100,80.0,84.0,보통,합격
E00927,L0056,직원56,마케팅팀,대리,회사3,C015,직장 예절 강좌 15,언어,최강사,중급,2026-05-28,2026-05-28,,12,70,,,,
E00928,L0109,직원109,개발팀,사원,회사3,C029,직장 예절 강좌 29,리더십,박강사,초급,2025-07-31,2025-07-31,,10,78,,,,
E00929,L0186,직원186,인사팀,사원,회사3,C002,기술 강좌 2,리더십,한강사,중급,2025-11-14,2025-11-14,,4,44,,,,
E00930,L0047,직원47,재무팀,사원,회사2,C030,기본소양 강좌 30,기술,박강사,초급,2025-06-27,2025-06-27,,8,10,,,,
E00931,L0193,직원193,재무팀,부장,회사2,C039,언어 강좌 39,언어,박강사,중급,2026-04-22,2026-04-22,,6,56,,,,
E00932,L0173,직원173,영업팀,사원,회사2,C022,기술 강좌 22,직장 예절,이강사,초급,2026-03-27,2026-03-27,,2,91,,,,
E00933,L0147,직원147,마케팅팀,대리,회사1,C034,기술 강좌 34,직무 스킬,정강사,초급,2026-04-12,2026-04-12,,2,27,,,,
E00934,L0173,직원173,영업팀,사원,회사2,C046,기술 강좌 46,기본소양,이강사,초급,2025-10-29,2025-10-29,2025-12-19,4,100,89.0,79.0,보통,합격
E00935,L0029,직원29,영업팀,사원,회사3,C008,직장 예절 강좌 8,기본소양,최강사,초급,2025-08-30,,,8,0,,,,
E00936,L0021,직원21,기획팀,과장,회사1,C042,직무 스킬 강좌 42,직무 스킬,김강사,고급,2025-07-23,2025-07-23,,2,68,,,,
E00937,L0185,직원185,영업팀,대리,회사1,C023,리더십 강좌 23,직장 예절,박강사,중급,2026-04-29,2026-04-29,2026-05-04,10,100,77.0,81.0,보통,합격
E00938,L0158,직원158,기획팀,대리,회사1,C015,직장 예절 강좌 15,언어,최강사,중급,2026-03-21,2026-03-21,2026-05-04,12,100,73.0,90.0,높음,불합격
E00939,L0197,직원197,마케팅팀,주임,회사2,C022,기술 강좌 22,직장 예절,이강사,초급,2025-12-31,2025-12-31,,2,31,,,,
E00940,L0013,직원13,영업팀,과장,회사2,C017,직장 예절 강좌 17,기본소양,박강사,초급,2026-05-09,2026-05-09,,8,19,,,,
E00941,L0053,직원53,영업팀,주임,회사2,C033,리더십 강좌 33,리더십,정강사,중급,2026-03-10,2026-03-10,2026-03-22,4,100,68.0,89.0,보통,합격
E00942,L0033,직원33,기획팀,대리,회사1,C003,직장 예절 강좌 3,직장 예절,이강사,초급,2026-04-24,2026-04-24,2026-06-20,8,100,92.0,92.0,낮음,합격
E00943,L0197,직원197,마케팅팀,주임,회사2,C017,직장 예절 강좌 17,기본소양,박강사,초급,2025-12-30,2025-12-30,2026-01-10,8,100,64.0,89.0,낮음,합격
E00944,L0022,직원22,재무팀,주임,회사2,C008,직장 예절 강좌 8,기본소양,최강사,초급,2026-04-09,2026-04-09,2026-05-22,8,100,83.0,73.0,높음,합격
E00945,L0077,직원77,인사팀,과장,회사1,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2026-05-25,2026-05-25,2026-06-19,2,100,62.0,93.0,높음,합격
E00946,L0163,직원163,기획팀,대리,회사1,C027,기술 강좌 27,기술,박강사,고급,2025-07-23,2025-07-23,2025-07-29,8,100,75.0,83.0,보통,합격
E00947,L0153,직원153,마케팅팀,사원,회사2,C044,기술 강좌 44,언어,김강사,중급,2025-10-23,2025-10-23,2025-11-15,8,100,95.0,87.0,보통,불합격
E00948,L0047,직원47,재무팀,사원,회사2,C005,기술 강좌 5,리더십,김강사,초급,2026-04-11,2026-04-11,,4,80,,,,
E00949,L0003,직원3,개발팀,대리,회사1,C028,직무 스킬 강좌 28,기본소양,한강사,중급,2026-01-06,2026-01-06,2026-02-18,6,100,63.0,83.0,낮음,불합격
E00950,L0120,직원120,기획팀,과장,회사2,C036,기본소양 강좌 36,언어,박강사,중급,2025-06-26,2025-06-26,,2,33,,,,
E00951,L0003,직원3,개발팀,대리,회사1,C002,기술 강좌 2,리더십,한강사,중급,2026-04-29,2026-04-29,2026-06-19,4,100,77.0,76.0,보통,합격
E00952,L0191,직원191,마케팅팀,사원,회사3,C021,언어 강좌 21,리더십,최강사,중급,2025-10-07,2025-10-07,2025-10-20,12,100,77.0,94.0,낮음,합격
E00953,L0044,직원44,인사팀,사원,회사2,C021,언어 강좌 21,리더십,최강사,중급,2026-06-01,2026-06-01,,12,82,,,,
E00954,L0137,직원137,개발팀,부장,회사1,C014,직장 예절 강좌 14,언어,김강사,초급,2026-02-13,2026-02-13,2026-02-18,4,100,71.0,83.0,높음,합격
E00955,L0041,직원41,재무팀,과장,회사2,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2025-09-30,2025-09-30,,10,46,,,,
E00956,L0110,직원110,개발팀,과장,회사3,C009,직장 예절 강좌 9,언어,이강사,중급,2026-02-08,2026-02-08,,10,27,,,,
E00957,L0139,직원139,재무팀,사원,회사3,C002,기술 강좌 2,리더십,한강사,중급,2025-06-12,,,4,0,,,,
E00958,L0191,직원191,마케팅팀,사원,회사3,C050,언어 강좌 50,기술,박강사,중급,2025-11-01,2025-11-01,,12,33,,,,
E00959,L0170,직원170,재무팀,부장,회사2,C008,직장 예절 강좌 8,기본소양,최강사,초급,2025-10-02,2025-10-02,,8,18,,,,
E00960,L0024,직원24,인사팀,부장,회사1,C027,기술 강좌 27,기술,박강사,고급,2026-01-24,2026-01-24,,8,92,,,,
E00961,L0019,직원19,재무팀,주임,회사2,C037,직장 예절 강좌 37,직무 스킬,한강사,초급,2026-05-10,2026-05-10,,8,44,,,,
E00962,L0163,직원163,기획팀,대리,회사1,C012,기본소양 강좌 12,리더십,김강사,중급,2025-12-06,2025-12-06,,12,55,,,,
E00963,L0027,직원27,개발팀,대리,회사3,C033,리더십 강좌 33,리더십,정강사,중급,2026-04-18,2026-04-18,2026-04-29,4,100,88.0,96.0,낮음,합격
E00964,L0149,직원149,재무팀,과장,회사3,C041,직장 예절 강좌 41,언어,한강사,고급,2025-10-26,2025-10-26,2025-11-20,2,100,69.0,96.0,보통,합격
E00965,L0108,직원108,영업팀,과장,회사2,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2025-08-04,2025-08-04,2025-09-27,2,100,71.0,71.0,높음,합격
E00966,L0057,직원57,인사팀,부장,회사2,C012,기본소양 강좌 12,리더십,김강사,중급,2025-10-11,2025-10-11,2025-11-26,12,100,95.0,91.0,보통,합격
E00967,L0145,직원145,인사팀,과장,회사3,C040,언어 강좌 40,리더십,김강사,고급,2025-12-29,2025-12-29,,4,59,,,,
E00968,L0009,직원9,영업팀,과장,회사3,C032,직장 예절 강좌 32,기술,정강사,고급,2025-09-26,2025-09-26,,6,53,,,,
E00969,L0167,직원167,인사팀,과장,회사1,C014,직장 예절 강좌 14,언어,김강사,초급,2026-03-04,2026-03-04,,4,87,,,,
E00970,L0043,직원43,마케팅팀,사원,회사2,C042,직무 스킬 강좌 42,직무 스킬,김강사,고급,2025-11-06,2025-11-06,2025-11-06,2,100,80.0,76.0,낮음,합격
E00971,L0073,직원73,마케팅팀,과장,회사3,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2025-10-23,2025-10-23,,10,14,,,,
E00972,L0069,직원69,기획팀,과장,회사3,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2025-10-27,2025-10-27,,10,34,,,,
E00973,L0012,직원12,개발팀,부장,회사3,C007,직장 예절 강좌 7,직장 예절,박강사,고급,2025-06-18,2025-06-18,2025-08-09,2,100,73.0,93.0,높음,합격
E00974,L0059,직원59,인사팀,과장,회사2,C023,리더십 강좌 23,직장 예절,박강사,중급,2026-01-22,2026-01-22,2026-01-30,10,100,82.0,79.0,높음,합격
E00975,L0198,직원198,기획팀,대리,회사1,C020,직무 스킬 강좌 20,언어,최강사,중급,2025-09-01,2025-09-01,2025-09-03,2,100,80.0,76.0,높음,합격
E00976,L0052,직원52,인사팀,사원,회사1,C001,언어 강좌 1,언어,한강사,고급,2026-03-04,2026-03-04,,4,80,,,,
E00977,L0163,직원163,기획팀,대리,회사1,C032,직장 예절 강좌 32,기술,정강사,고급,2026-05-29,2026-05-29,2026-07-15,6,100,88.0,70.0,높음,합격
E00978,L0099,직원99,인사팀,과장,회사1,C041,직장 예절 강좌 41,언어,한강사,고급,2025-08-05,2025-08-05,2025-09-07,2,100,73.0,84.0,낮음,합격
E00979,L0059,직원59,인사팀,과장,회사2,C044,기술 강좌 44,언어,김강사,중급,2025-12-26,2025-12-26,2026-01-06,8,100,90.0,93.0,보통,불합격
E00980,L0123,직원123,영업팀,부장,회사2,C044,기술 강좌 44,언어,김강사,중급,2025-11-05,2025-11-05,2025-11-21,8,100,72.0,77.0,낮음,합격
E00981,L0072,직원72,인사팀,과장,회사1,C044,기술 강좌 44,언어,김강사,중급,2025-07-03,2025-07-03,2025-07-27,8,100,70.0,75.0,높음,합격
E00982,L0131,직원131,재무팀,과장,회사2,C036,기본소양 강좌 36,언어,박강사,중급,2026-04-20,2026-04-20,,2,32,,,,
E00983,L0009,직원9,영업팀,과장,회사3,C039,언어 강좌 39,언어,박강사,중급,2026-03-18,,,6,0,,,,
E00984,L0021,직원21,기획팀,과장,회사1,C013,직무 스킬 강좌 13,리더십,김강사,중급,2025-08-21,2025-08-21,,2,67,,,,
E00985,L0186,직원186,인사팀,사원,회사3,C024,직무 스킬 강좌 24,언어,한강사,중급,2026-06-05,2026-06-05,,10,70,,,,
E00986,L0033,직원33,기획팀,대리,회사1,C019,직무 스킬 강좌 19,직무 스킬,한강사,중급,2026-04-15,2026-04-15,2026-04-24,4,100,99.0,92.0,보통,합격
E00987,L0058,직원58,기획팀,대리,회사1,C013,직무 스킬 강좌 13,리더십,김강사,중급,2025-11-24,2025-11-24,2026-01-08,2,100,74.0,93.0,낮음,합격
E00988,L0091,직원91,재무팀,부장,회사3,C009,직장 예절 강좌 9,언어,이강사,중급,2026-04-26,2026-04-26,,10,26,,,,
E00989,L0023,직원23,인사팀,과장,회사1,C033,리더십 강좌 33,리더십,정강사,중급,2026-01-28,2026-01-28,2026-03-12,4,100,92.0,76.0,높음,불합격
E00990,L0013,직원13,영업팀,과장,회사2,C011,언어 강좌 11,기본소양,김강사,초급,2025-12-05,2025-12-05,2026-01-21,10,100,78.0,98.0,높음,합격
E00991,L0068,직원68,마케팅팀,과장,회사1,C020,직무 스킬 강좌 20,언어,최강사,중급,2025-07-01,2025-07-01,,2,45,,,,
E00992,L0188,직원188,인사팀,대리,회사1,C004,기술 강좌 4,기본소양,이강사,초급,2026-03-01,2026-03-01,2026-04-04,6,100,78.0,74.0,높음,합격
E00993,L0057,직원57,인사팀,부장,회사2,C021,언어 강좌 21,리더십,최강사,중급,2026-02-18,2026-02-18,2026-03-22,12,100,96.0,96.0,높음,합격
E00994,L0054,직원54,재무팀,사원,회사2,C024,직무 스킬 강좌 24,언어,한강사,중급,2026-02-21,2026-02-21,2026-03-14,10,100,61.0,99.0,보통,합격
E00995,L0105,직원105,재무팀,과장,회사1,C040,언어 강좌 40,리더십,김강사,고급,2026-03-19,2026-03-19,2026-05-01,4,100,79.0,74.0,보통,합격
E00996,L0105,직원105,재무팀,과장,회사1,C025,기술 강좌 25,기본소양,박강사,중급,2025-12-31,2025-12-31,2026-02-18,12,100,79.0,74.0,보통,합격
E00997,L0196,직원196,재무팀,과장,회사2,C040,언어 강좌 40,리더십,김강사,고급,2025-10-17,2025-10-17,,4,82,,,,
E00998,L0017,직원17,개발팀,사원,회사2,C009,직장 예절 강좌 9,언어,이강사,중급,2025-07-28,2025-07-28,2025-09-24,10,100,69.0,80.0,보통,합격
E00999,L0024,직원24,인사팀,부장,회사1,C043,직장 예절 강좌 43,기본소양,한강사,고급,2026-04-05,2026-04-05,2026-05-18,6,100,66.0,99.0,낮음,합격
E01000,L0013,직원13,영업팀,과장,회사2,C047,직무 스킬 강좌 47,기본소양,한강사,고급,2025-12-14,2025-12-14,2026-01-01,10,100,73.0,94.0,높음,합격
